"Data"	"t_value"	"FDR"	"pvalue"
gi|301171814|ref|NR_036168.1| Homo sapiens microRNA 3198-1 (MIR3198-1), microRNA	c(t = 0.404417910379402)	0.880018892145421	0.68992917102972
gi|209862788|ref|NM_015241.2| Homo sapiens microtubule associated monooxygenase, calponin and LIM domain containing 3 (MICAL3), transcript variant 1, mRNA	c(t = -1.30319838884295)	0.534760982381931	0.206022670597192
gi|313482831|ref|NM_017929.5| Homo sapiens peroxisomal biogenesis factor 26 (PEX26), transcript variant 1, mRNA	c(t = -0.258571482180681)	0.927600147905322	0.799131087467776
gi|313482833|ref|NM_001199319.1| Homo sapiens peroxisomal biogenesis factor 26 (PEX26), transcript variant 3, mRNA	c(t = -0.925158312208456)	0.693061048030822	0.366072191050579
gi|313482832|ref|NM_001127649.2| Homo sapiens peroxisomal biogenesis factor 26 (PEX26), transcript variant 2, mRNA	c(t = -0.578606176182998)	0.82224451205701	0.568931481766655
gi|301171365|ref|NM_018943.2| Homo sapiens tubulin, alpha 8 (TUBA8), transcript variant 1, mRNA	c(t = 0.403202909266776)	0.880018892145421	0.690748884859131
gi|301171344|ref|NM_001193414.1| Homo sapiens tubulin, alpha 8 (TUBA8), transcript variant 2, mRNA	c(t = -0.792858924622662)	0.750674637083383	0.436465314103276
gi|156071510|ref|NM_017414.3| Homo sapiens ubiquitin specific peptidase 18 (USP18), mRNA	c(t = -1.51287300881205)	0.458779056537896	0.144546826032488
gi|117940050|ref|NR_003267.1| Homo sapiens gamma-glutamyltransferase 3 pseudogene (GGT3P), non-coding RNA	c(t = -0.27969929093663)	0.926803592889685	0.782356425554658
gi|189011563|ref|NM_005675.4| Homo sapiens DiGeorge syndrome critical region gene 6 (DGCR6), mRNA	c(t = 0.377106075172248)	0.889071700416072	0.709843857322908
gi|304766735|ref|NM_016335.4| Homo sapiens proline dehydrogenase (oxidase) 1 (PRODH), transcript variant 1, mRNA	c(t = -1.31711503185966)	0.534760982381931	0.205779734964716
gi|304766646|ref|NM_001195226.1| Homo sapiens proline dehydrogenase (oxidase) 1 (PRODH), transcript variant 2, mRNA	c(t = -0.361799490195619)	0.896081164590098	0.720958625581697
gi|345842381|ref|NR_002733.2| Homo sapiens DiGeorge syndrome critical region gene 5 (non-protein coding) (DGCR5), transcript variant 1, non-coding RNA	c(t = -1.40371454852301)	0.511954526531054	0.174870931143054
gi|345842382|ref|NR_045121.1| Homo sapiens DiGeorge syndrome critical region gene 5 (non-protein coding) (DGCR5), transcript variant 2, non-coding RNA	c(t = 0.282972553027141)	0.926803592889685	0.781300048525603
gi|221139719|ref|NR_026651.1| Homo sapiens DiGeorge syndrome critical region gene 10 (non-protein coding) (DGCR10), non-coding RNA	c(t = 7.34621509418725)	6.77087524731552e-06	3.91618355248082e-07
gi|291084738|ref|NM_001173534.1| Homo sapiens DiGeorge syndrome critical region gene 2 (DGCR2), transcript variant 3, mRNA	c(t = -1.55083916465417)	0.454060243374949	0.137963571582642
gi|291084734|ref|NM_001173533.1| Homo sapiens DiGeorge syndrome critical region gene 2 (DGCR2), transcript variant 2, mRNA	c(t = -2.19087466642688)	0.236946857600405	0.0400321174941323
gi|296278247|ref|NR_033674.1| Homo sapiens DiGeorge syndrome critical region gene 2 (DGCR2), transcript variant 5, non-coding RNA	c(t = -4.35305144051758)	0.0040148423012022	0.000342208780619974
gi|296278245|ref|NM_001184781.1| Homo sapiens DiGeorge syndrome critical region gene 2 (DGCR2), transcript variant 4, mRNA	c(t = 0.745130597112422)	0.766226435309497	0.46408410190439
gi|123701897|ref|NM_005137.2| Homo sapiens DiGeorge syndrome critical region gene 2 (DGCR2), transcript variant 1, mRNA	c(t = -0.0379940671928588)	0.992860280779787	0.970037618711554
gi|205830444|ref|NR_024157.1| Homo sapiens DiGeorge syndrome critical region gene 11 (non-protein coding) (DGCR11), non-coding RNA	c(t = -0.012510885352579)	0.996098240567252	0.99014102071458
gi|126362976|ref|NM_022719.2| Homo sapiens DiGeorge syndrome critical region gene 14 (DGCR14), mRNA	c(t = -1.25829697307157)	0.552796949898491	0.222953843958507
gi|194294512|ref|NM_053006.4| Homo sapiens testis-specific serine kinase 2 (TSSK2), mRNA	c(t = 1.24113085178118)	0.557435987034987	0.2276846001823
gi|4885362|ref|NM_005315.1| Homo sapiens goosecoid homeobox 2 (GSC2), mRNA	c(t = 0.735183743061609)	0.766226435309497	0.470580665144637
gi|374717345|ref|NR_046298.1| Homo sapiens solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1 (SLC25A1), transcript variant 4, non-coding RNA	c(t = -0.777897767554759)	0.752954917519791	0.44494223786988
gi|374713106|ref|NM_005984.3| Homo sapiens solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1 (SLC25A1), transcript variant 1, mRNA	c(t = -0.75554275160648)	0.764561752508974	0.458504308201729
gi|374717342|ref|NM_001256534.1| Homo sapiens solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1 (SLC25A1), transcript variant 3, mRNA	c(t = -0.250272718972882)	0.927821560213392	0.804700291016163
gi|242247000|ref|NM_001835.3| Homo sapiens clathrin, heavy chain-like 1 (CLTCL1), transcript variant 2, mRNA	c(t = -0.383110750460263)	0.887302716599006	0.705704990232466
gi|21536484|ref|NM_003325.3| Homo sapiens histone cell cycle regulator (HIRA), mRNA	c(t = -0.287191039097985)	0.926803592889685	0.776804839554184
gi|26638658|ref|NM_003776.2| Homo sapiens mitochondrial ribosomal protein L40 (MRPL40), mRNA	c(t = 0.462209933550372)	0.858961323563125	0.648503234633254
gi|261278355|ref|NM_001166242.1| Homo sapiens chromosome 22 open reading frame 39 (C22orf39), transcript variant 2, mRNA	c(t = 1.68191225612807)	0.404807983575712	0.110290150776336
gi|261278353|ref|NM_173793.4| Homo sapiens chromosome 22 open reading frame 39 (C22orf39), transcript variant 1, mRNA	c(t = -0.667157277683638)	0.792248337216549	0.511609432597983
gi|241982784|ref|NM_001035247.2| Homo sapiens ubiquitin fusion degradation 1 like (yeast) (UFD1L), transcript variant 2, mRNA	c(t = 0.615498566189648)	0.807398550060791	0.545034417093997
gi|523498706|ref|NM_001178010.2| Homo sapiens cell division cycle 45 (CDC45), transcript variant 1, mRNA	c(t = 1.15806110980908)	0.608348823847134	0.2592658610003
gi|523498708|ref|NM_003504.4| Homo sapiens cell division cycle 45 (CDC45), transcript variant 2, mRNA	c(t = 0.805463022164573)	0.747949783170112	0.429188840570977
gi|523498707|ref|NM_001178011.2| Homo sapiens cell division cycle 45 (CDC45), transcript variant 3, mRNA	c(t = -0.942097222746131)	0.686755603140189	0.357489218072975
gi|195947371|ref|NM_003277.3| Homo sapiens claudin 5 (CLDN5), transcript variant 2, mRNA	c(t = 0.873389833614461)	0.712511588225152	0.392586293664391
gi|195947373|ref|NM_001130861.1| Homo sapiens claudin 5 (CLDN5), transcript variant 1, mRNA	c(t = 9.92215280591469)	1.25905177044818e-07	2.10800144215067e-09
gi|211971054|ref|NR_024381.1| Homo sapiens long intergenic non-protein coding RNA 895 (LINC00895), non-coding RNA	c(t = 1.24439080406503)	0.557435987034987	0.226630315781173
gi|313151231|ref|NM_002688.5| Homo sapiens septin 5 (SEPT5), transcript variant 1, mRNA	c(t = 1.06902640025652)	0.63137332703279	0.297177657371123
gi|313151241|ref|NR_037611.1| Homo sapiens SEPT5-GP1BB readthrough (SEPT5-GP1BB), non-coding RNA	c(t = -0.220923395207011)	0.930308704817503	0.827193787908595
gi|90193628|ref|NM_000407.4| Homo sapiens glycoprotein Ib (platelet), beta polypeptide (GP1BB), mRNA	c(t = -1.73841774140563)	0.382961527541447	0.0961248707260843
gi|18104949|ref|NM_080646.1| Homo sapiens T-box 1 (TBX1), transcript variant A, mRNA	c(t = -0.231549852602871)	0.930308704817503	0.819131456081168
gi|18104951|ref|NM_080647.1| Homo sapiens T-box 1 (TBX1), transcript variant C, mRNA	c(t = -0.640067588873222)	0.799610674430135	0.529422592659222
gi|126157511|ref|NM_053004.2| Homo sapiens guanine nucleotide binding protein (G protein), beta polypeptide 1-like (GNB1L), mRNA	c(t = -0.382122251332952)	0.887302716599006	0.706330777444871
gi|126157476|ref|NM_024627.5| Homo sapiens chromosome 22 open reading frame 29 (C22orf29), mRNA	c(t = -1.44443856509826)	0.497980259607172	0.164654069128724
gi|87196331|ref|NM_006440.3| Homo sapiens thioredoxin reductase 2 (TXNRD2), mRNA	c(t = -0.267322723334207)	0.926803592889685	0.791831039162339
gi|205830449|ref|NM_000754.3| Homo sapiens catechol-O-methyltransferase (COMT), transcript variant 1, mRNA	c(t = -9.53414791569258)	9.79244340877324e-07	4.32238750158941e-08
gi|205830450|ref|NM_001135161.1| Homo sapiens catechol-O-methyltransferase (COMT), transcript variant 2, mRNA	c(t = -9.7346481057727)	1.34291478052968e-07	2.65721341657318e-09
gi|205830454|ref|NM_007310.2| Homo sapiens catechol-O-methyltransferase (COMT), transcript variant 4, mRNA	c(t = 0.625101857033901)	0.807398550060791	0.539701938129794
gi|337756893|ref|NR_039918.1| Homo sapiens microRNA 4761 (MIR4761), microRNA	c(t = -1.02415777752805)	0.644702648305992	0.318916835158976
gi|190570175|ref|NM_152906.4| Homo sapiens transport and golgi organization 2 homolog (Drosophila) (TANGO2), mRNA	c(t = 9.96005240245076)	1.23432031707636e-07	1.75735889691364e-09
gi|262205427|ref|NR_029706.1| Homo sapiens microRNA 185 (MIR185), microRNA	c(t = 1.30136435996306)	0.534760982381931	0.206654970444956
gi|298358597|ref|NM_001190326.1| Homo sapiens DGCR8 microprocessor complex subunit (DGCR8), transcript variant 2, mRNA	c(t = -0.669862067909725)	0.792248337216549	0.509920419981259
gi|312147419|ref|NR_037412.1| Homo sapiens microRNA 3618 (MIR3618), microRNA	c(t = 1.79017841880654)	0.36618475361191	0.0880626956935797
gi|269847524|ref|NR_031706.1| Homo sapiens microRNA 1306 (MIR1306), microRNA	c(t = -0.829465185233979)	0.739025101542302	0.415846117525799
gi|384229062|ref|NM_182984.4| Homo sapiens tRNA methyltransferase 2 homolog A (S. cerevisiae) (TRMT2A), transcript variant 2, mRNA	c(t = -1.56595026268267)	0.44846073231062	0.131739606295205
gi|384229063|ref|NM_001257994.1| Homo sapiens tRNA methyltransferase 2 homolog A (S. cerevisiae) (TRMT2A), transcript variant 3, mRNA	c(t = -2.04306126209817)	0.291312913574419	0.0532078380957843
gi|520975480|ref|NM_002882.3| Homo sapiens RAN binding protein 1 (RANBP1), transcript variant 2, mRNA	c(t = 5.85905120952286)	9.55935232692262e-05	6.98400170003479e-06
gi|297206815|ref|NM_013373.3| Homo sapiens zinc finger, DHHC-type containing 8 (ZDHHC8), transcript variant 2, mRNA	c(t = -2.25956832285084)	0.215936520060536	0.034839073251776
gi|297206816|ref|NM_001185024.1| Homo sapiens zinc finger, DHHC-type containing 8 (ZDHHC8), transcript variant 1, mRNA	c(t = 0.229027892020205)	0.930308704817503	0.820973730458444
gi|343780886|ref|NM_001243537.1| Homo sapiens uncharacterized LOC388849 (LOC388849), mRNA	c(t = -0.677656488941805)	0.790898349885858	0.505597118648494
gi|336285276|ref|NR_038460.1| Homo sapiens uncharacterized LOC284865 (LOC284865), non-coding RNA	c(t = -1.64262347879699)	0.414183981409945	0.114735897437763
gi|223941895|ref|NR_026919.1| Homo sapiens long intergenic non-protein coding RNA 896 (LINC00896), non-coding RNA	c(t = -3.13456476843527)	0.047035394754719	0.00486819915269542
gi|47519383|ref|NM_023004.5| Homo sapiens reticulon 4 receptor (RTN4R), mRNA	c(t = -0.160882448892328)	0.950321473653197	0.8736593152002
gi|269847136|ref|NR_031618.1| Homo sapiens microRNA 1286 (MIR1286), microRNA	c(t = 1.92889696798712)	0.322716179750497	0.0675905096376532
gi|301601622|ref|NM_033257.3| Homo sapiens DiGeorge syndrome critical region gene 6-like (DGCR6L), mRNA	c(t = 1.02575476079275)	0.645672313834695	0.320379260745982
gi|153792194|ref|NM_015672.1| Homo sapiens RIMS binding protein 3 (RIMBP3), mRNA	c(t = 2.09544298551997)	0.273845431692817	0.0479333708442526
gi|374670659|ref|NM_003426.3| Homo sapiens zinc finger protein 74 (ZNF74), transcript variant 1, mRNA	c(t = -1.52522831347876)	0.455756338279027	0.141513383575223
gi|374671818|ref|NM_001256523.1| Homo sapiens zinc finger protein 74 (ZNF74), transcript variant 2, mRNA	c(t = -1.39441488017294)	0.516627774963478	0.179891398298793
gi|374671820|ref|NM_001256524.1| Homo sapiens zinc finger protein 74 (ZNF74), transcript variant 3, mRNA	c(t = -0.461388858360901)	0.858961323563125	0.64912641928332
gi|310923192|ref|NM_153334.4| Homo sapiens scavenger receptor class F, member 2 (SCARF2), transcript variant 1, mRNA	c(t = -0.619307943317984)	0.807398550060791	0.543632117890199
gi|299758463|ref|NR_033825.1| Homo sapiens kelch-like family member 22 (KLHL22), transcript variant 2, non-coding RNA	c(t = 0.110412714669755)	0.972290579930591	0.913094806418835
gi|299758460|ref|NM_032775.3| Homo sapiens kelch-like family member 22 (KLHL22), transcript variant 1, mRNA	c(t = -0.897522347536823)	0.697737403166628	0.380197854389122
gi|51477699|ref|NM_001003891.1| Homo sapiens mediator complex subunit 15 (MED15), transcript variant 1, mRNA	c(t = 0.134798969380749)	0.958338832543447	0.894157845280264
gi|51477698|ref|NM_015889.3| Homo sapiens mediator complex subunit 15 (MED15), transcript variant 2, mRNA	c(t = -0.290853562365034)	0.926803592889685	0.773945638685654
gi|223468582|ref|NR_026815.1| Homo sapiens transmembrane protein 191A (pseudogene) (TMEM191A), non-coding RNA	c(t = -1.54284213177927)	0.455756338279027	0.140247259862357
gi|155030227|ref|NM_002650.2| Homo sapiens phosphatidylinositol 4-kinase, catalytic, alpha (PI4KA), transcript variant 2, mRNA	c(t = -0.690406735397424)	0.790720578447985	0.499612521694659
gi|73858565|ref|NM_000185.3| Homo sapiens serpin peptidase inhibitor, clade D (heparin cofactor), member 1 (SERPIND1), mRNA	c(t = -1.002792562081)	0.654994605181756	0.328992724063895
gi|208973263|ref|NM_004782.3| Homo sapiens synaptosomal-associated protein, 29kDa (SNAP29), mRNA	c(t = -1.21271912447133)	0.576620232725003	0.238465568016142
gi|226437566|ref|NM_001018060.2| Homo sapiens apoptosis-inducing factor, mitochondrion-associated, 3 (AIFM3), transcript variant 2, mRNA	c(t = -0.613292886311855)	0.807398550060791	0.546423892251339
gi|226437567|ref|NM_001146288.1| Homo sapiens apoptosis-inducing factor, mitochondrion-associated, 3 (AIFM3), transcript variant 3, mRNA	c(t = -0.51216289754429)	0.850410838453848	0.61367262617718
gi|226437569|ref|NR_027464.1| Homo sapiens apoptosis-inducing factor, mitochondrion-associated, 3 (AIFM3), transcript variant 4, non-coding RNA	c(t = -0.570125587050814)	0.823975819679308	0.574400190887554
gi|122939136|ref|NM_006767.3| Homo sapiens leucine-zipper-like transcription regulator 1 (LZTR1), mRNA	c(t = -1.25663125105165)	0.552796949898491	0.222969850415677
gi|56788350|ref|NM_001008695.1| Homo sapiens THAP domain containing 7 (THAP7), transcript variant 2, mRNA	c(t = -0.271198891394241)	0.926803592889685	0.78928399178533
gi|56788348|ref|NM_030573.2| Homo sapiens THAP domain containing 7 (THAP7), transcript variant 1, mRNA	c(t = 0.212282852043822)	0.93182993509883	0.8339665172574
gi|224451064|ref|NR_027051.1| Homo sapiens THAP7 antisense RNA 1 (THAP7-AS1), transcript variant 1, non-coding RNA	c(t = -1.035659922538)	0.644702648305992	0.311616519627084
gi|153070786|ref|NR_003608.1| Homo sapiens tubulin, alpha 3f, pseudogene (TUBA3FP), non-coding RNA	c(t = 0.79364966191122)	0.750674637083383	0.436173122894995
gi|157419147|ref|NM_005446.3| Homo sapiens purinergic receptor P2X, ligand-gated ion channel, 6 (P2RX6), transcript variant 1, mRNA	c(t = -0.681313794771308)	0.790720578447985	0.503076410641183
gi|110347452|ref|NM_004173.2| Homo sapiens solute carrier family 7, member 4 (SLC7A4), mRNA	c(t = -3.21436516719446)	0.0430215675839413	0.00438300252452761
gi|84872110|ref|NR_002829.1| Homo sapiens purinergic receptor P2X, ligand-gated ion channel, 6 pseudogene (P2RX6P), non-coding RNA	c(t = 1.97481583679065)	0.318414279887002	0.0610657523070962
gi|312284076|ref|NR_037566.1| Homo sapiens breakpoint cluster region pseudogene 2 (BCRP2), non-coding RNA	c(t = -0.0180729781305576)	0.996098240567252	0.985743769048127
gi|139394598|ref|NM_015094.2| Homo sapiens hypermethylated in cancer 2 (HIC2), mRNA	c(t = -2.79575169823035)	0.0965284379396982	0.0105784589522957
gi|333440472|ref|NM_001207052.1| Homo sapiens transmembrane protein 191C (TMEM191C), mRNA	c(t = -1.54132231094889)	0.454060243374949	0.138913407790509
gi|156231038|ref|NR_003700.1| Homo sapiens phosphatidylinositol 4-kinase, catalytic, alpha pseudogene 2 (PI4KAP2), non-coding RNA	c(t = -1.76358492690742)	0.382961527541447	0.09634803366204
gi|373432681|ref|NM_001256356.1| Homo sapiens ubiquitin-conjugating enzyme E2L 3 (UBE2L3), transcript variant 3, mRNA	c(t = -0.685253120491156)	0.790720578447985	0.500899116511563
gi|373432687|ref|NR_046082.1| Homo sapiens ubiquitin-conjugating enzyme E2L 3 (UBE2L3), transcript variant 5, non-coding RNA	c(t = -1.51069038772281)	0.465907871836456	0.147502035528132
gi|63054867|ref|NM_001017964.1| Homo sapiens YdjC homolog (bacterial) (YDJC), mRNA	c(t = -0.549814886084181)	0.832154628733319	0.588967887916276
gi|29501808|ref|NM_152612.2| Homo sapiens coiled-coil domain containing 116 (CCDC116), mRNA	c(t = -1.34689600083451)	0.524858607327364	0.191729171626434
gi|56243532|ref|NM_022044.2| Homo sapiens stromal cell-derived factor 2-like 1 (SDF2L1), mRNA	c(t = -0.466868411218653)	0.858961323563125	0.645462839108095
gi|262206174|ref|NR_030622.1| Homo sapiens microRNA 301b (MIR301B), microRNA	c(t = 1.8302478386632)	0.354035322134645	0.0808299822225218
gi|262206125|ref|NR_029845.1| Homo sapiens microRNA 130b (MIR130B), microRNA	c(t = 1.73032313891681)	0.386919361131478	0.0998251664745373
gi|148271089|ref|NM_014337.3| Homo sapiens peptidylprolyl isomerase (cyclophilin)-like 2 (PPIL2), transcript variant 1, mRNA	c(t = 0.489749370478246)	0.853974716781457	0.630407515432278
gi|148271090|ref|NM_148175.2| Homo sapiens peptidylprolyl isomerase (cyclophilin)-like 2 (PPIL2), transcript variant 2, mRNA	c(t = -2.7689056945884)	0.100097100137362	0.011274254809992
gi|148271091|ref|NM_148176.2| Homo sapiens peptidylprolyl isomerase (cyclophilin)-like 2 (PPIL2), transcript variant 3, mRNA	c(t = -1.11223444922559)	0.627478590482125	0.278778525263944
gi|40549458|ref|NM_013313.3| Homo sapiens yippee-like 1 (Drosophila) (YPEL1), mRNA	c(t = -0.772604308855594)	0.754867620659137	0.448094934637844
gi|75709179|ref|NM_138957.2| Homo sapiens mitogen-activated protein kinase 1 (MAPK1), transcript variant 2, mRNA	c(t = -0.651426511636445)	0.79754783034469	0.521987164456951
gi|34335290|ref|NM_003935.3| Homo sapiens topoisomerase (DNA) III beta (TOP3B), mRNA	c(t = -0.259424339686778)	0.927600147905322	0.797890295176472
gi|18379350|ref|NM_007128.2| Homo sapiens pre-B lymphocyte 1 (VPREB1), mRNA	c(t = 0.0110739514586667)	0.996098240567252	0.991272563210888
gi|224593252|ref|NR_027293.1| Homo sapiens BMS1 homolog, ribosome assembly protein (yeast) pseudogene (LOC96610), non-coding RNA	c(t = -0.424408188838929)	0.870174643306504	0.675478033616921
gi|38202248|ref|NM_080764.2| Homo sapiens zinc finger protein 280B (ZNF280B), mRNA	c(t = -0.929746756509511)	0.693061048030822	0.363226618067127
gi|45269155|ref|NM_080740.3| Homo sapiens zinc finger protein 280A (ZNF280A), mRNA	c(t = -1.21117045419154)	0.576620232725003	0.238722531660884
gi|46249366|ref|NM_206953.1| Homo sapiens preferentially expressed antigen in melanoma (PRAME), transcript variant 2, mRNA	c(t = -1.58246986395447)	0.443696356363176	0.128195114048219
gi|46249372|ref|NM_206956.1| Homo sapiens preferentially expressed antigen in melanoma (PRAME), transcript variant 5, mRNA	c(t = -0.611082950342775)	0.807398550060791	0.547511916100034
gi|225903433|ref|NR_027426.1| Homo sapiens uncharacterized LOC648691 (LOC648691), non-coding RNA	c(t = 10.9164691567084)	3.01395895796868e-08	2.75247393421797e-10
gi|218083753|ref|NR_024591.1| Homo sapiens POM121 transmembrane nucleoporin-like 1, pseudogene (POM121L1P), non-coding RNA	c(t = -1.64208132535278)	0.415087952341955	0.115618105446846
gi|218505804|ref|NM_199127.2| Homo sapiens gamma-glutamyltransferase light chain 2 (GGTLC2), transcript variant 1, mRNA	c(t = -1.1266330498845)	0.62274848968082	0.272037772508973
gi|372466585|ref|NM_001256296.1| Homo sapiens immunoglobulin lambda-like polypeptide 5 (IGLL5), transcript variant 2, mRNA	c(t = -1.05380883919789)	0.642548593989559	0.308071243693624
