Level,sample_01,sample_02,sample_03,sample_04,sample_05,sample_06,sample_07,sample_08,sample_09,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24
"gi|301171344|ref|NM_001193414.1| Homo sapiens tubulin, alpha 8 (TUBA8), transcript variant 2, mRNA",682,276,135,602,143,76,208,227,324,15,112,202,54,348,246,245,209,134,102,643,113,617,319,240
"gi|156071510|ref|NM_017414.3| Homo sapiens ubiquitin specific peptidase 18 (USP18), mRNA",252,973,39,284,439,217,137,272,220,239,318,175,301,35,131,153,145,205,320,194,77,914,20,371
"gi|117940050|ref|NR_003267.1| Homo sapiens gamma-glutamyltransferase 3 pseudogene (GGT3P), non-coding RNA",236,40,889,1109,66,38,578,46,117,349,1011,148,483,137,572,117,813,254,286,908,284,432,120,140
"gi|189011563|ref|NM_005675.4| Homo sapiens DiGeorge syndrome critical region gene 6 (DGCR6), mRNA",265,505,301,59,72,332,317,475,78,48,260,438,141,520,359,87,63,77,106,111,49,11,460,486
"gi|304766735|ref|NM_016335.4| Homo sapiens proline dehydrogenase (oxidase) 1 (PRODH), transcript variant 1, mRNA",727,150,221,789,705,68,85,960,265,1206,399,1268,383,429,137,121,182,343,375,665,277,116,72,811
"gi|304766646|ref|NM_001195226.1| Homo sapiens proline dehydrogenase (oxidase) 1 (PRODH), transcript variant 2, mRNA",1180,95,272,798,432,849,556,877,383,56,369,47,275,432,78,473,246,733,212,175,785,199,100,539
"gi|345842381|ref|NR_002733.2| Homo sapiens DiGeorge syndrome critical region gene 5 (non-protein coding) (DGCR5), transcript variant 1, non-coding RNA",317,109,425,708,169,211,236,1096,170,516,30,1394,631,609,697,1443,98,687,418,582,184,444,1324,71
"gi|345842382|ref|NR_045121.1| Homo sapiens DiGeorge syndrome critical region gene 5 (non-protein coding) (DGCR5), transcript variant 2, non-coding RNA",554,388,1940,527,392,143,336,822,675,408,339,415,40,792,1643,985,770,2329,1108,152,39,333,2922,975
"gi|205830460|ref|NR_024159.1| Homo sapiens DiGeorge syndrome critical region gene 9 (DGCR9), non-coding RNA",4162,907,1299,346,41,1635,542,374,88,308,126,19,94,46,299,284,903,1017,421,1041,311,988,1301,1164
"gi|221139719|ref|NR_026651.1| Homo sapiens DiGeorge syndrome critical region gene 10 (non-protein coding) (DGCR10), non-coding RNA",84,457,422,504,181,44,178,528,516,14,32,534,520,24,536,17,66,262,463,20,332,36,125,172
"gi|291084738|ref|NM_001173534.1| Homo sapiens DiGeorge syndrome critical region gene 2 (DGCR2), transcript variant 3, mRNA",970,997,200,2145,712,369,24,1033,64,42,173,598,150,754,87,1037,394,138,879,3300,1260,1399,434,1859
"gi|291084734|ref|NM_001173533.1| Homo sapiens DiGeorge syndrome critical region gene 2 (DGCR2), transcript variant 2, mRNA",533,469,95,214,2195,453,42,3,443,3278,628,1405,271,310,136,213,668,930,270,18,494,431,1253,1104
"gi|296278247|ref|NR_033674.1| Homo sapiens DiGeorge syndrome critical region gene 2 (DGCR2), transcript variant 5, non-coding RNA",118,632,546,36,765,585,1742,1398,239,281,560,1244,1416,412,1107,1802,436,286,627,446,1114,432,2442,162
"gi|296278245|ref|NM_001184781.1| Homo sapiens DiGeorge syndrome critical region gene 2 (DGCR2), transcript variant 4, mRNA",97,607,1786,1499,1521,3112,1635,4,842,528,206,399,1147,163,1757,56,62,2020,1638,1315,680,806,1376,840
"gi|123701897|ref|NM_005137.2| Homo sapiens DiGeorge syndrome critical region gene 2 (DGCR2), transcript variant 1, mRNA",694,278,154,12,1334,478,257,383,1437,2188,345,2158,1839,154,164,1436,151,1800,122,1014,182,346,546,2342
"gi|205830444|ref|NR_024157.1| Homo sapiens DiGeorge syndrome critical region gene 11 (non-protein coding) (DGCR11), non-coding RNA",412,424,245,1932,162,495,67,83,882,1,118,359,1038,277,149,982,10,161,393,178,248,1410,1020,978
"gi|126362976|ref|NM_022719.2| Homo sapiens DiGeorge syndrome critical region gene 14 (DGCR14), mRNA",282,238,193,1443,402,453,4676,1712,767,1117,353,131,4447,623,518,1616,1316,1142,1377,675,475,1139,95,166
"gi|194294512|ref|NM_053006.4| Homo sapiens testis-specific serine kinase 2 (TSSK2), mRNA",333,187,244,8,1565,552,63,544,32,175,285,25,474,87,6,202,187,684,314,31,212,49,63,53
"gi|4885362|ref|NM_005315.1| Homo sapiens goosecoid homeobox 2 (GSC2), mRNA",265,50,66,277,28,184,327,436,141,201,9,13,109,369,4,98,109,231,120,28,119,270,11,9
"gi|374717345|ref|NR_046298.1| Homo sapiens solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1 (SLC25A1), transcript variant 4, non-coding RNA",103,109,120,1026,207,493,186,275,364,7,277,64,434,55,11,1,776,34,253,298,26,93,343,144
"gi|374713106|ref|NM_005984.3| Homo sapiens solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1 (SLC25A1), transcript variant 1, mRNA",256,529,113,205,359,740,82,648,542,19,337,346,1013,242,699,465,513,261,454,18,42,210,476,505
"gi|374717339|ref|NR_033687.2| Homo sapiens solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1 (SLC25A1), transcript variant 2, non-coding RNA",299,515,1533,244,1303,3440,774,814,30,1131,431,616,7,448,396,689,27,7,708,110,1080,173,446,286
"gi|374717342|ref|NM_001256534.1| Homo sapiens solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1 (SLC25A1), transcript variant 3, mRNA",87,265,717,421,79,84,97,559,293,1312,9,45,382,41,480,393,484,403,476,29,143,696,120,13
"gi|242247000|ref|NM_001835.3| Homo sapiens clathrin, heavy chain-like 1 (CLTCL1), transcript variant 2, mRNA",314,95,109,369,787,192,2606,36,603,1541,753,468,3770,1,1360,1661,52,3747,649,2555,216,2672,621,731
"gi|242246984|ref|NM_007098.3| Homo sapiens clathrin, heavy chain-like 1 (CLTCL1), transcript variant 1, mRNA",455,565,2673,639,308,289,3103,186,1975,1047,44,257,1009,3289,244,42,1611,1531,100,2307,1076,586,714,168
"gi|21536484|ref|NM_003325.3| Homo sapiens histone cell cycle regulator (HIRA), mRNA",820,96,680,163,141,1650,911,976,445,1426,2371,1732,1059,322,254,205,138,149,543,1434,652,629,1543,59
"gi|26638658|ref|NM_003776.2| Homo sapiens mitochondrial ribosomal protein L40 (MRPL40), mRNA",48,181,77,310,464,58,13,62,66,108,474,30,120,205,13,26,104,48,158,109,304,7,150,97
"gi|261278355|ref|NM_001166242.1| Homo sapiens chromosome 22 open reading frame 39 (C22orf39), transcript variant 2, mRNA",164,599,279,383,1726,49,80,109,433,710,336,478,542,231,114,251,699,34,9,259,4,100,565,108
"gi|261278353|ref|NM_173793.4| Homo sapiens chromosome 22 open reading frame 39 (C22orf39), transcript variant 1, mRNA",467,534,616,84,1012,3,44,399,194,1389,369,479,223,892,190,544,227,34,576,211,17,172,578,310
"gi|241982784|ref|NM_001035247.2| Homo sapiens ubiquitin fusion degradation 1 like (yeast) (UFD1L), transcript variant 2, mRNA",313,230,463,693,171,67,564,620,155,225,276,19,51,650,892,75,432,43,761,21,547,983,135,124
"gi|241982781|ref|NM_005659.6| Homo sapiens ubiquitin fusion degradation 1 like (yeast) (UFD1L), transcript variant 1, mRNA",1657,550,349,535,724,962,120,477,294,448,556,355,19,244,61,64,8,623,187,167,132,497,261,643
"gi|523498706|ref|NM_001178010.2| Homo sapiens cell division cycle 45 (CDC45), transcript variant 1, mRNA",551,15,58,10,130,149,912,1577,355,403,85,111,249,2422,883,95,243,107,1237,642,457,20,736,459
"gi|523498708|ref|NM_003504.4| Homo sapiens cell division cycle 45 (CDC45), transcript variant 2, mRNA",367,991,765,373,175,140,147,1073,132,565,234,757,246,57,292,387,202,289,75,1311,74,740,1419,827
"gi|523498707|ref|NM_001178011.2| Homo sapiens cell division cycle 45 (CDC45), transcript variant 3, mRNA",50,1283,314,450,73,249,12,594,407,215,867,901,6,57,7,23,209,81,118,231,383,468,237,2144
"gi|195947371|ref|NM_003277.3| Homo sapiens claudin 5 (CLDN5), transcript variant 2, mRNA",116,678,64,397,34,669,104,534,257,250,181,457,137,288,74,138,151,129,22,3,295,1,412,27
"gi|195947373|ref|NM_001130861.1| Homo sapiens claudin 5 (CLDN5), transcript variant 1, mRNA",1688,255,1472,122,581,118,267,65,544,19,170,103,282,186,93,463,1083,1054,12,750,15,358,56,75
"gi|211971054|ref|NR_024381.1| Homo sapiens long intergenic non-protein coding RNA 895 (LINC00895), non-coding RNA",703,46,16,10,30,504,165,17,52,30,451,115,156,20,30,134,66,26,53,145,26,58,50,103
"gi|313151231|ref|NM_002688.5| Homo sapiens septin 5 (SEPT5), transcript variant 1, mRNA",361,880,98,26,1,117,472,446,131,957,35,496,257,326,387,237,358,240,335,550,305,873,57,215
"gi|313151241|ref|NR_037611.1| Homo sapiens SEPT5-GP1BB readthrough (SEPT5-GP1BB), non-coding RNA",2373,488,68,468,341,1221,170,20,421,3371,217,296,2285,170,977,128,452,569,801,705,462,1482,2893,173
"gi|313151234|ref|NM_001009939.2| Homo sapiens septin 5 (SEPT5), transcript variant 2, mRNA",916,996,565,8,458,199,474,91,1524,5423,1747,612,597,29,99,469,6,86,56,20,38,468,738,165
"gi|313151242|ref|NR_037612.1| Homo sapiens SEPT5-GP1BB readthrough (SEPT5-GP1BB), non-coding RNA",207,1946,388,1279,163,1024,111,283,999,334,148,1978,501,706,1433,197,450,231,276,295,60,838,156,604
"gi|90193628|ref|NM_000407.4| Homo sapiens glycoprotein Ib (platelet), beta polypeptide (GP1BB), mRNA",156,262,342,736,12,206,81,243,93,63,712,8,100,122,30,56,334,15,909,158,147,85,137,6
"gi|5174710|ref|NM_005992.1| Homo sapiens T-box 1 (TBX1), transcript variant B, mRNA",955,17,128,725,791,73,170,132,516,28,326,680,511,776,55,719,475,511,90,19,311,4,290,21
"gi|18104949|ref|NM_080646.1| Homo sapiens T-box 1 (TBX1), transcript variant A, mRNA",80,180,1055,77,44,575,776,38,183,15,245,271,125,89,95,669,248,104,126,1004,642,223,87,236
"gi|18104951|ref|NM_080647.1| Homo sapiens T-box 1 (TBX1), transcript variant C, mRNA",316,628,119,5,405,432,114,195,602,38,238,974,589,214,35,295,16,228,901,700,3,22,113,871
"gi|126157511|ref|NM_053004.2| Homo sapiens guanine nucleotide binding protein (G protein), beta polypeptide 1-like (GNB1L), mRNA",2,187,379,25,7,438,401,640,1297,332,688,62,121,912,483,230,107,378,325,39,24,49,137,63
"gi|126157476|ref|NM_024627.5| Homo sapiens chromosome 22 open reading frame 29 (C22orf29), mRNA",676,2238,2984,2027,3328,1809,460,534,451,626,1243,1500,111,545,822,3,402,304,4086,265,932,2034,13,1759
"gi|87196331|ref|NM_006440.3| Homo sapiens thioredoxin reductase 2 (TXNRD2), mRNA",60,77,32,326,233,135,131,271,187,525,62,45,179,940,370,121,951,61,29,409,172,66,405,82
"gi|205830449|ref|NM_000754.3| Homo sapiens catechol-O-methyltransferase (COMT), transcript variant 1, mRNA",607,375,605,1,520,1120,118,56,239,452,565,636,76,1506,607,123,204,925,308,125,335,274,455,1581
"gi|205830450|ref|NM_001135161.1| Homo sapiens catechol-O-methyltransferase (COMT), transcript variant 2, mRNA",288,362,680,538,55,157,34,121,619,201,25,119,9,108,51,312,155,239,352,129,752,316,39,718
"gi|205830452|ref|NM_001135162.1| Homo sapiens catechol-O-methyltransferase (COMT), transcript variant 3, mRNA",304,84,44,110,70,110,218,21,14,23,96,8,657,349,1139,1587,873,537,101,1919,561,1006,865,252
"gi|205830454|ref|NM_007310.2| Homo sapiens catechol-O-methyltransferase (COMT), transcript variant 4, mRNA",549,631,143,63,82,86,558,160,292,169,837,694,88,178,502,89,16,382,957,1659,87,868,131,103
"gi|337756893|ref|NR_039918.1| Homo sapiens microRNA 4761 (MIR4761), microRNA",6,17,4,8,3,10,7,23,3,10,18,1,25,16,4,1,15,2,9,15,7,2,5,27
"gi|299829181|ref|NM_001670.2| Homo sapiens armadillo repeat gene deleted in velocardiofacial syndrome (ARVCF), mRNA",1749,84,899,1266,540,138,364,133,2195,131,76,299,190,257,110,1745,825,243,616,1124,58,880,652,486
"gi|190570175|ref|NM_152906.4| Homo sapiens transport and golgi organization 2 homolog (Drosophila) (TANGO2), mRNA",95,419,1066,83,956,1329,2175,1038,2803,167,509,1570,90,140,291,106,562,94,149,546,1252,387,2758,408
"gi|262205427|ref|NR_029706.1| Homo sapiens microRNA 185 (MIR185), microRNA",21,33,23,7,33,38,5,12,19,36,11,7,23,4,1,5,2,31,7,1,33,1,6,2
"gi|298358603|ref|NM_022720.6| Homo sapiens DGCR8 microprocessor complex subunit (DGCR8), transcript variant 1, mRNA",313,320,311,726,2757,178,226,51,407,1889,774,54,187,1162,2927,66,265,611,326,383,140,585,113,361
"gi|298358597|ref|NM_001190326.1| Homo sapiens DGCR8 microprocessor complex subunit (DGCR8), transcript variant 2, mRNA",403,2140,2371,593,1781,440,702,2350,267,193,1036,1891,327,113,815,673,93,1365,1546,460,786,170,2353,5089
"gi|312147419|ref|NR_037412.1| Homo sapiens microRNA 3618 (MIR3618), microRNA",15,14,10,9,1,2,47,12,8,10,4,7,21,25,32,4,43,4,38,51,16,18,27,83
"gi|269847524|ref|NR_031706.1| Homo sapiens microRNA 1306 (MIR1306), microRNA",17,1,1,24,9,14,1,10,4,6,4,8,27,10,34,6,6,51,31,15,20,59,45,1
"gi|384229062|ref|NM_182984.4| Homo sapiens tRNA methyltransferase 2 homolog A (S. cerevisiae) (TRMT2A), transcript variant 2, mRNA",1404,1997,114,376,476,424,33,407,1805,179,236,337,240,409,122,535,23,1568,115,83,1075,7,2807,112
"gi|384229061|ref|NM_022727.5| Homo sapiens tRNA methyltransferase 2 homolog A (S. cerevisiae) (TRMT2A), transcript variant 1, mRNA",1858,466,40,1242,71,5721,609,1851,1044,1388,351,901,1102,277,569,1947,485,3181,606,668,131,180,318,171
"gi|384229063|ref|NM_001257994.1| Homo sapiens tRNA methyltransferase 2 homolog A (S. cerevisiae) (TRMT2A), transcript variant 3, mRNA",754,253,252,80,103,1335,1009,308,81,201,161,44,189,704,1858,500,613,672,84,5,594,1711,1435,755
"gi|520975480|ref|NM_002882.3| Homo sapiens RAN binding protein 1 (RANBP1), transcript variant 2, mRNA",1564,4,63,296,246,344,402,92,383,13,65,1114,213,46,198,327,220,80,145,66,888,169,13,36
